177,ア,秋田公立美術大学大学院,7189,複合芸術研究科 その他専攻,7189400HZ9,1
178,ア,秋田大学大学院,7017,工学資源学研究科 機械工学専攻,70174862W4,2
179,ア,秋田大学大学院,7017,工学資源学研究科 機能物質工学専攻,70174862Y9,2
180,ア,秋田大学大学院,7017,工学資源学研究科 共同ライフサイクルデザイン工学専攻,701748640Z,2
181,ア,秋田大学大学院,7017,工学資源学研究科 材料工学専攻,70174864F8,2
182,ア,秋田大学大学院,7017,工学資源学研究科 資源学専攻,70174864SR,2
183,ア,秋田大学大学院,7017,工学資源学研究科 地球資源学専攻,701748651S,2
184,ア,秋田大学大学院,7017,工学資源学研究科 環境応用化学専攻,701748654P,2
185,ア,秋田大学大学院,7017,工学資源学研究科 生産・建設工学専攻,70174865Y5,2
186,ア,秋田大学大学院,7017,工学資源学研究科 生命科学専攻,70174866K0,2
187,ア,秋田大学大学院,7017,工学資源学研究科 土木環境工学専攻,70174867Q3,2
188,ア,秋田大学大学院,7017,工学資源学研究科 情報工学専攻,7017486HEQ,2
189,ア,秋田大学大学院,7017,工学資源学研究科 電気電子工学専攻,7017486HKV,2
190,ア,秋田大学大学院,7017,工学資源学研究科 電気電子情報システム工学専攻,7017486HKW,2
191,ア,秋田大学大学院,7017,工学資源学研究科 その他専攻,7017486HZ9,2
192,ア,秋田大学大学院,7017,医学系研究科 医科学専攻,70176631P8,2
193,ア,秋田大学大学院,7017,医学系研究科 医学専攻,70176631Q0,2
194,ア,秋田大学大学院,7017,医学系研究科 保健学専攻,70176638S0,1
195,ア,秋田大学大学院,7017,医学系研究科 その他専攻,7017663HZ9,1
196,ア,秋田大学大学院,7017,教育学研究科 教職実践専攻,701769724S,1
197,ア,秋田大学大学院,7017,教育学研究科 学校教育専攻,70176972M1,1
198,ア,秋田大学大学院,7017,教育学研究科 教科教育専攻,70176973B7,1
199,ア,秋田大学大学院,7017,教育学研究科 心理教育実践専攻,701769791Q,1
200,ア,秋田大学大学院,7017,教育学研究科 その他専攻,7017697HZ9,1
